Track ID,Play Count,Total Played Minutes,Artist - Title
088EB0FF623BB11D,23,93.92,Conan Gray - Vodka Cranberry
01FCA3B921D6F9A0,20,64.67,Ben Platt - Diet Pepsi (Live from 2025 Las Culturistas Culture Awards)
F2C2753301DF4BB1,4,61.0,"Ethel Cain - Waco, Texas"
BD6F361B49BC3EA6,16,57.33,JADE - FUFN (Fuck You For Now)
9603A759BB11A523,11,41.43,Taylor Swift - The Fate of Ophelia
6D751859580A0480,12,37.8,Zara Larsson - Midnight Sun
44969FF10EEAB973,4,25.73,Ethel Cain - Dust Bowl
3FEA6B3D29289468,7,25.67,Oklou & FKA twigs - viscus
A552EB6C07FB4493,9,21.15,A. G. Cook & Charli xcx - Xcxoplex
2E155B8B55DCD1A7,4,15.2,Ariana Grande - we can't be friends (wait for your love)
4BE38D71A595A93D,4,11.47,Zara Larsson - Eurosummer
74BB319BA64700DB,3,10.05,Doja Cat - Stranger
4233D2FAB456347A,3,8.0,Sabrina Carpenter - Tears
606970134F70C883,3,7.7,Charli xcx & Ariana Grande - Sympathy is a knife featuring ariana grande
