Track ID,Play Count,Total Played Minutes,Artist - Title
71F75048E2797D48,14,84.93,Ethel Cain - Fuck Me Eyes
128C5FD8DE1FA837,22,60.13,BLACKPINK - JUMP
6BD576D13EEE9CA0,14,46.43,cupcakKe - Deepthroat
E7C6B4490C162C8C,12,46.0,FKA twigs - Perfectly
F6C985E049741426,12,34.4,cupcakKe - One of My Bedbugs Ate My Pussy
44D5CA40BEA8EF76,9,31.2,cupcakKe - CPR
10F4659E7F057DEF,9,28.95,cupcakKe - Duck Duck Goose
3FD5427A420212BF,3,24.15,Ethel Cain - Nettles
5CDBB3EE8F403C55,5,19.0,cupcakKe - Spider-Man Dick
5FFE01856FCDEDE4,7,15.87,JENNIE - Mantra
50737585B7A9C2A3,5,14.0,PinkPantheress - Stateside
E072F771FA0DA81A,4,13.8,cupcakKe - Spoiled Milk Titties
9C7AB86505E920DA,4,13.73,cupcakKe - Vagina
A67A0CB46187DBE3,5,13.58,cupcakKe - Juicy Coochie
6E4C10121E6F2C3E,3,13.05,Wolf Alice - The Last Man on Earth
652D8C6AA5BE3643,4,12.0,cupcakKe - Connect 4
A2EFC3E8E70A2958,4,10.27,PinkPantheress - Romeo
ACED243EE69BDF61,4,10.27,"Tyler, The Creator - Balloon (feat. Doechii)"
7EFBFF20E0527683,3,9.85,FKA twigs - Perfect Stranger
7A0B1A3BD60E567C,3,9.8,cupcakKe - Little Red Riding Good
BCA48C5D4DEE9122,3,8.25,JENNIE - start a war
9B6061088E72D29D,3,8.05,cupcakKe - Lgbt
0F9B069601F27778,3,7.4,"Shygirl, Jorja Smith & SadBoi - Wifey Riddim"
CD7BB4653A4D1C6E,3,6.15,JENNIE - like JENNIE
